trialNum,resgister,reading (mm),strength,expected distance (mm)
4,1.0,122.0,-6728.0,260
4,0.0,45.0,2753.0,260
4,1.0,121.0,-6662.0,260
4,0.0,45.0,2806.0,260
4,1.0,122.0,-6768.0,260
4,2.0,254.0,-14293.0,260
4,0.0,45.0,2663.0,260
4,1.0,122.0,-6701.0,260
4,0.0,45.0,2701.0,260
4,1.0,122.0,-6908.0,260
4,2.0,247.0,-14978.0,260
4,0.0,45.0,2652.0,260
4,1.0,122.0,-6898.0,260
4,2.0,250.0,-14445.0,260
4,0.0,45.0,2759.0,260
4,1.0,122.0,-6766.0,260
4,2.0,246.0,-14243.0,260
4,0.0,45.0,2767.0,260
4,1.0,121.0,-6656.0,260
4,0.0,45.0,2724.0,260
4,1.0,123.0,-7044.0,260
4,2.0,247.0,-14675.0,260
4,0.0,45.0,2744.0,260
4,1.0,122.0,-6816.0,260
4,2.0,251.0,-13484.0,260
4,0.0,45.0,2795.0,260
4,1.0,122.0,-6822.0,260
4,0.0,45.0,2747.0,260
4,1.0,122.0,-6818.0,260
4,2.0,249.0,-12798.0,260
4,0.0,45.0,2705.0,260
4,1.0,122.0,-6870.0,260
5,2.0,242.0,-14377.0,250
5,0.0,40.0,2112.0,250
5,1.0,155.0,-12347.0,250
5,2.0,223.0,-17385.0,250
5,0.0,40.0,2037.0,250
5,1.0,156.0,-12630.0,250
5,2.0,212.0,-17927.0,250
5,0.0,40.0,2138.0,250
5,1.0,155.0,-12855.0,250
5,2.0,215.0,-17669.0,250
5,0.0,40.0,2146.0,250
5,1.0,155.0,-12325.0,250
5,2.0,213.0,-17352.0,250
5,0.0,41.0,2181.0,250
5,1.0,156.0,-12252.0,250
5,2.0,213.0,-17487.0,250
5,0.0,41.0,2241.0,250
5,1.0,156.0,-12305.0,250
5,2.0,214.0,-17381.0,250
5,0.0,40.0,2065.0,250
5,1.0,156.0,-12353.0,250
5,2.0,224.0,-16449.0,250
5,0.0,41.0,2133.0,250
5,1.0,156.0,-12262.0,250
5,0.0,40.0,2132.0,250
5,1.0,155.0,-12338.0,250
5,2.0,213.0,-17659.0,250
5,0.0,41.0,2267.0,250
5,1.0,156.0,-12306.0,250
5,2.0,211.0,-17679.0,250
5,0.0,41.0,2232.0,250
